movie_id,movie_brief,director,writers,casts
405,"An American agent, under false suspicion of disloyalty, must discover and expose the real spy without the help of his organization.",Brian De Palma,Bruce Geller|David Koepp|Steven Zaillian,Tom Cruise|Jon Voight|Emmanuelle Béart
406,An obese attorney is cursed by a gypsy to rapidly and uncontrollably lose weight.,Tom Holland,Stephen King|Michael McDowell|Tom Holland,Robert John Burke|Joe Mantegna|Lucinda Jenney
407,"Dick Steele, Agent WD-40 is assigned by his Director, to stop the evil General Rancor from destroying the world. WD-40 believed Rancor was dead and he teams up with the hot KGB Agent Veroniq... Read all",Rick Friedberg,Jason Friedberg|Aaron Seltzer|Rick Friedberg,Leslie Nielsen|Nicollette Sheridan|Charles Durning
408,Unknown,Robert Hendrickson,Ron Collier|Robert Hendrickson,Toni Benson|Scott Gaba|Corey Reagan Hendrickson
409,"Because of an unusual disorder that has aged him four times faster than a typical human being, a boy looks like a 40-year-old man as he starts fifth grade at public school after being homesc... Read all",Francis Ford Coppola,James DeMonaco|Gary Nadeau,Robin Williams|Diane Lane|Brian Kerwin
410,"A star bowler whose career was prematurely ""cut off"" hopes to ride a new prodigy to success and riches.",Bobby Farrelly,Barry Fanaro|Mort Nathan,Woody Harrelson|Randy Quaid|Bill Murray
411,Grossly overweight yet good-hearted professor Sherman Klump takes a special chemical that turns him into the slim but obnoxious Buddy Love.,Tom Shadyac,Jerry Lewis|Bill Richmond|David Sheffield,Eddie Murphy|Jada Pinkett Smith|James Coburn
412,"The Bradys are surprised when a man claiming to be Carol's long lost first husband shows up at their home. Before long, his strange actions cause them to question his motives.",Arlene Sanford,Sherwood Schwartz|Harry Elfont|Deborah Kaplan,Shelley Long|Gary Cole|Tim Matheson
413,The Crypt Keeper returns to tell the story of a funeral parlor that moonlights as a vampire bordello.,Gilbert Adler,William M. Gaines|Bob Gale|Robert Zemeckis,Dennis Miller|Erika Eleniak|Angie Everhart
414,"An aging, dissolute matinee idol is slated to appear on a live TV variety show in 1954, and a young comedy writer is tasked with the thankless job of keeping him ready and sober for the broa... Read all",Richard Benjamin,Norman Steinberg|Dennis Palumbo,Peter O'Toole|Mark Linn-Baker|Jessica Harper
415,Three orphan children strike gold in 1878 California.,Norman Tokar,Don Tait|Jack M. Bickham,Bill Bixby|Susan Clark|Don Knotts
416,A teenage boy grows to love a stray yellow dog while helping his mother and younger brother run their Texas homestead while their father is away on a cattle drive. First thought to be good-f... Read all,Robert Stevenson,Fred Gipson|William Tunberg,Dorothy McGuire|Fess Parker|Tommy Kirk
417,The Parent Trap (1961) is reviewed.,Doug Walker,Doug Walker,Doug Walker
418,"When Cinderella's cruel stepmother prevents her from attending the Royal Ball, she gets some unexpected help from the lovable mice Gus and Jaq and from her Fairy Godmother.",Clyde Geronimi,Charles Perrault|Bill Peet|Erdman Penner,Ilene Woods|James MacDonald|Eleanor Audley
419,"In turn of the century London, a magical nanny employs music and adventure to help two neglected children become closer to their father.",Robert Stevenson,Bill Walsh|Don DaGradi|P.L. Travers,Julie Andrews|Dick Van Dyke|David Tomlinson
420,Alice stumbles into the world of Wonderland. Will she get home? Not if the Queen of Hearts has her way.,Directors,Lewis Carroll|Winston Hibler|Ted Sears,Kathryn Beaumont|Ed Wynn|Richard Haydn
421,Shakespeare's famous play is updated to the hip modern suburb of Verona still retaining its original dialogue.,Baz Luhrmann,William Shakespeare|Craig Pearce|Baz Luhrmann,Leonardo DiCaprio|Claire Danes|John Leguizamo
422,"The King of Thieves disrupts Aladdin and Jasmine's long-anticipated wedding, looking for an oracle that will lead him to an even bigger treasure. His true identity causes trouble for Aladdin... Read all",Tad Stones,Mark McCorkle|Bob Schooley|Ron Clements,Scott Weinger|Robin Williams|John Rhys-Davies
423,A troubled child summons the courage to help a friendly alien escape from Earth and return to his home planet.,Steven Spielberg,Melissa Mathison,Henry Thomas|Drew Barrymore|Peter Coyote
424,"All the kids in a town over night become feverish and have convulsions. The next day they start to become evil, change their names for those of kids killed long ago, and then start killing a... Read all",Greg Spence,Stephen King|Stephen Berger|Greg Spence,Naomi Watts|Jamie Renée Smith|Karen Black
425,"A conservative folk singer turns his hand to politics, running for the US Senate. He is not above dirty tricks and smear campaigns to gain an advantage over his opponent.",Tim Robbins,Tim Robbins,Tim Robbins|Giancarlo Esposito|Alan Rickman
426,"The Autobots must stop a colossal planet consuming robot who goes after the Autobot Matrix of Leadership. At the same time, they must defend themselves against an all-out attack from the Dec... Read all",Nelson Shin,Ron Friedman|Henry Orenstein,Orson Welles|Robert Stack|Leonard Nimoy
427,"Atticus Finch, a widowed lawyer in Depression-era Alabama, defends a black man against an undeserved rape charge, and his children against prejudice.",Robert Mulligan,Harper Lee|Horton Foote,Gregory Peck|John Megna|Frank Overton
428,"Young, rich, and obsessed with death, Harold finds himself changed forever when he meets lively septuagenarian Maude at a funeral.",Hal Ashby,Colin Higgins,Ruth Gordon|Bud Cort|Vivian Pickles
429,A remake of the 1951 classic science fiction film about an alien visitor and his giant robot counterpart who visit Earth.,Scott Derrickson,David Scarpa|Edmund H. North,Keanu Reeves|Jennifer Connelly|Kathy Bates
430,"Rufus T. Firefly is named the dictator of bankrupt Freedonia and declares war on neighboring Sylvania over the love of his wealthy backer Mrs. Teasdale, contending with two inept spies who c... Read all",Leo McCarey,Bert Kalmar|Harry Ruby|Arthur Sheekman,Groucho Marx|Harpo Marx|Chico Marx
431,"An immortal Scottish swordsman must confront the last of his immortal opponent, a murderously brutal barbarian who lusts for the fabled ""Prize"".",Russell Mulcahy,Gregory Widen|Peter Bellwood|Larry Ferguson,Christopher Lambert|Sean Connery|Clancy Brown
432,"A collection of animated interpretations of great works of Western classical music, ranging from the abstract to depictions of mythology and fantasy, and settings including the prehistoric, ... Read all",Directors,Joe Grant|Dick Huemer|Lee Blair,Leopold Stokowski|Deems Taylor|The Philadelphia Orchestra
433,"At Westerburg High where cliques rule, jocks dominate and all the popular girls are named Heather, it's going to take a Veronica and mysterious new kid to give teen angst a body count.",Michael Lehmann,Daniel Waters,Winona Ryder|Christian Slater|Shannen Doherty
434,"A starship crew in the 23rd century goes to investigate the silence of a distant planet's colony, only to find just two survivors, a powerful robot, and the deadly secret of a lost civilizat... Read all",Fred M. Wilcox,Cyril Hume|Irving Block|Allen Adler,Walter Pidgeon|Anne Francis|Leslie Nielsen
435,"Wyoming, early 1900s. Butch Cassidy and The Sundance Kid are the leaders of a band of outlaws. After a train robbery goes wrong they find themselves on the run with a posse hard on their hee... Read all",George Roy Hill,William Goldman,Paul Newman|Robert Redford|Katharine Ross
436,Two American college students on a walking tour of Britain are attacked by a werewolf that none of the locals will admit exists.,John Landis,John Landis,David Naughton|Jenny Agutter|Joe Belcher
437,"An architect brings home a mysterious old clock, not knowing that it's haunted by the demonic presence of the Amityville house. Soon, the clock begins to alter time and space and starts to p... Read all",Tony Randel,John G. Jones|Christopher DeFaria|Antonio Toro,Stephen Macht|Shawn Weatherly|Megan Ward
438,"A reporter moves into the Amityville house in defiance of the supernatural events connected to it, and finds everyone around him besieged by the evil manifestations which are connected to a ... Read all",Richard Fleischer,David Ambrose,Tony Roberts|Tess Harper|Robert Joy
439,"An old mirror from the Amityville house finds its way into a young photographer's home, where the demonic presence soon manifests itself to cause more death and mayhem.",John Murlowski,Christopher DeFaria|Antonio Toro,Ross Partridge|Julia Nickson|Lala Sloatman
440,"A dysfunctional family moves into a new house, which proves to be satanic, resulting in the demonic possession of their teenage son.",Damiano Damiani,Tommy Lee Wallace|Hans Holzer|Dardano Sacchetti,James Olson|Burt Young|Rutanya Alda
441,"Newlyweds and their three children move into a large house where a mass murder was committed. They start to experience strange, inexplicable manifestations which have strong effects on every... Read all",Stuart Rosenberg,Sandor Stern|Jay Anson|George Lutz,James Brolin|Margot Kidder|Rod Steiger
442,"Five people spend the night in an abandoned house, the Amityville haunted house, and soon find themselves terrorized by assorted ghosts, venomous insects and ghostly apparitions.",Tom Berry,Hans Holzer|Michael Krueger|Doug Olson,Kim Coates|Dawna Wightman|Helen Hughes
443,A wealthy San Francisco socialite pursues a potential boyfriend to a small Northern California town that slowly takes a turn for the bizarre when birds of all kinds suddenly begin to attack ... Read all,Alfred Hitchcock,Daphne Du Maurier|Evan Hunter,Rod Taylor|Tippi Hedren|Jessica Tandy
444,A deadly entity from space crashes near a small town and begins consuming everyone in its path. Panic ensues as shady government scientists try to contain the horrific creature.,Chuck Russell,Theodore Simonson|Kay Linaker|Irvine H. Millgate,Shawnee Smith|Kevin Dillon|Donovan Leitch Jr.
445,A ruthless doctor and his young prize student find themselves continually harassed by their murderous supplier of illegal cadavers.,Robert Wise,Robert Louis Stevenson|Philip MacDonald|Val Lewton,Boris Karloff|Bela Lugosi|Henry Daniell
446,A family moves into a large old mansion in the countryside which seems to have a mysterious and sinister power over its new residents.,Dan Curtis,Robert Marasco|William F. Nolan|Dan Curtis,Karen Black|Oliver Reed|Burgess Meredith
447,"Carrie White, a shy, friendless teenage girl who is sheltered by her domineering, religious mother, unleashes her telekinetic powers after being humiliated by her classmates at her senior pr... Read all",Brian De Palma,Stephen King|Lawrence D. Cohen,Sissy Spacek|Piper Laurie|Amy Irving
448,Mysterious deaths surround an American ambassador. Could the child that he is raising actually be the Antichrist? The Devil's own son?,Richard Donner,David Seltzer,Gregory Peck|Lee Remick|Harvey Stephens
449,"When an alien spacecraft of enormous power is spotted approaching Earth, Admiral James T. Kirk resumes command of the overhauled USS Enterprise in order to intercept it.",Robert Wise,Gene Roddenberry|Harold Livingston|Alan Dean Foster,William Shatner|Leonard Nimoy|DeForest Kelley
450,Captain Kirk and his crew must deal with Mr. Spock's long-lost half-brother who hijacks the Enterprise for an obsessive search for God at the center of the galaxy.,William Shatner,Gene Roddenberry|William Shatner|Harve Bennett,William Shatner|Leonard Nimoy|DeForest Kelley
451,"Good girl Sandy Olsson and greaser Danny Zuko fell in love over the summer. When they unexpectedly discover they're now in the same high school, will they be able to rekindle their romance?",Randal Kleiser,Jim Jacobs|Warren Casey|Bronte Woodard,John Travolta|Olivia Newton-John|Stockard Channing
452,Police chief Brody must protect the citizens of Amity after a second monstrous shark begins terrorizing the waters.,Jeannot Szwarc,Peter Benchley|Carl Gottlieb|Howard Sackler,Roy Scheider|Lorraine Gary|Murray Hamilton
453,A giant thirty-five-foot shark becomes trapped in a SeaWorld theme park and it's up to the sons of police chief Brody to rescue everyone.,Joe Alves,Peter Benchley|Richard Matheson|Carl Gottlieb,Dennis Quaid|Bess Armstrong|Simon MacCorkindale
454,A mother and daughter find their lives adversely affected when a new man enters the picture. Will their family ever be what they expect?,Anjelica Huston,Dorothy Allison|Anne Meredith,Jennifer Jason Leigh|Ron Eldard|Glenne Headly
455,This fourth installment of Chan's Police Story film franchise has our hero trying to locate a missing nuclear warhead.,Stanley Tong,Greg Mellott|Elliot Tong|Stanley Tong,Jackie Chan|Jackson Lou|Annie Wu
456,A man tries to rescue a woman with a little help from his half brother.,Dennis Dugan,Mark Feldberg|Mitchell Klebanoff,Chris Farley|Nicollette Sheridan|Robin Shou
